序号,省份,高校名称,城市,院校档次,办学性质,软科排名,就业中心-官网,就业中心-公众号,就业中心-邮箱,就业中心-电话,研究生院-官网,研究生院-公众号,研究生院-邮箱,研究生院-电话,国际处-官网,国际处-公众号,国际处-邮箱,国际处-领导及邮箱,国际处-电话,理工学院数,理工学院明细,备注
11,北京市,北京航空航天大学,,985,公办,11,https://www.buaa.edu.cn/zsjy.htm,,,,https://www.buaa.edu.cn/jyjx/yjsjy1.htm,,,,https://global.buaa.edu.cn/,,,"主持全 部长（主持全面工作）: international@buaa.edu.cn
吴晓君 副部长（分管全校国际学生招生工作、国际学生研究生教学工作）: xiaojunwu@buaa.edu.cn
金天 副部长（分管国际化战略制定、国际关系拓展、校级来访出访大型外事活动、学生）: jintian@buaa.edu.cn
刘娜 副部长（分管全校教工及学生因公出国（境）业务、国际学生管理工作）: liuna@buaa.edu.cn
苏力 副部长（分管引智项目建设、国际会议管理、外籍专家学者来华管理服务、国际学）: suli@buaa.edu.cn
协助部 副部长: liaowj18@buaa.edu.cn
处理对 部长: liaowj18@buaa.edu.cn
统筹全 主任（负责大型外事活动、涉外合作协议、国际组织及大学联盟等）: fanhang@buaa.edu.cn
略合作 主任
统筹全 主任（负责“111”基地建设、对日交流合作、“顶尖大学学者合作计划”、）: international@buaa.edu.cn
术交流 主任
教工及 主任: cgk@buaa.edu.cn
出工作 主任
统筹科 主任（负责国际本科生管理事务 传）: zhao_shuang@buaa.edu.cn
生管理 主任
生教务 主任（负责国际学生招生及奖学金事务）: gaoyuan@buaa.edu.cn
生教务 主任
文教育 主任（负责中文国际教育项目与教学）: is_office@buaa.edu.cn
文教育 主任
导下的 主任（负责制）",,23,"材料科学与工程学院 | http://mse.buaa.edu.cn/ | 电话:61715253; 61715258
可靠性与系统工程学院 | http://rse.buaa.edu.cn
能源与动力工程学院 | http://sepe.buaa.edu.cn/ | 电话:010-61716819
航空科学与工程学院 | http://www.ase.buaa.edu.cn/ | 电话:011100257707; 011100257708; 011100247900
机械工程及自动化学院 | http://www.me.buaa.edu.cn/ | 邮箱:smea@buaa.edu.cn | 电话:61715777; 010-61715777
交通科学与工程学院 | http://transportation.buaa.edu.cn/
航空发动机研究院 | http://riae.buaa.edu.cn/ | 邮箱:liujingchao@buaa.edu.cn; caowenying@buaa.edu.cn; dingcong@buaa.edu.cn | 电话:010-61716974; 010-61716918; 010-61716916
电子信息工程学院 | http://www.ee.buaa.edu.cn/
软件学院 | http://soft.buaa.edu.cn/ | 邮箱:softzhaosheng@buaa.edu.cn | 电话:010-82339380
自动化科学与电气工程学院 | http://dept3.buaa.edu.cn/
网络空间安全学院 | http://cst.buaa.edu.cn | 邮箱:zizhu_39@163.com | 电话:86-10-82339538
计算机学院 | http://scse.buaa.edu.cn/ | 邮箱:scse@buaa.edu.cn
集成电路科学与工程学院 | https://ic.buaa.edu.cn/ | 邮箱:chenchenliu@buaa.edu.cn
仪器科学与光电工程学院 | http://yqgdxy.buaa.edu.cn/
大科学装置研究院 | https://piqs.buaa.edu.cn/ | 电话:82317114
人工智能学院 | http://iai.buaa.edu.cn/ | 邮箱:IAI@buaa.edu.cn
数学科学学院 | http://math.buaa.edu.cn/ | 电话:61716719
化学学院 | http://sce.buaa.edu.cn/ | 电话:86-10-82317114
物理学院 | http://physics.buaa.edu.cn/ | 电话:010-61716751
空间与地球科学学院 | http://sse.buaa.edu.cn/ | 邮箱:sses@buaa.edu.cn | 电话:010-61716670; 010-61716672
中法工程师学院 | http://ecpkn.buaa.edu.cn/ | 邮箱:ecpkn@buaa.edu.cn | 电话:010-82339307
中法航空学院 | https://zfai.buaa.edu.cn/ | 邮箱:zfai@buaa.edu.cn | 电话:0571-28881100
国际前沿交叉科学研究院 | https://iiif.buaa.edu.cn/ | 邮箱:iiif@buaa.edu.cn | 电话:010-82339758",
12,北京市,清华大学,,985,公办,1,https://www.tsinghua.edu.cn/zsjy.htm,,webmaster@tsinghua.edu.cn,010-62793001,https://www.tsinghua.edu.cn/jyjx/yjsjy.htm,,webmaster@tsinghua.edu.cn,010-62793001,https://www.tsinghua.edu.cn/hzjl/gjhz.htm,,webmaster@tsinghua.edu.cn,,010-62793001,18,"建筑学院 | http://www.arch.tsinghua.edu.cn/ | 邮箱:jzxy@tsinghua.edu.cn | 电话:010-62783496
土木水利学院 | http://www.civil.tsinghua.edu.cn/ | 邮箱:slxbgs@tsinghua.edu.cn | 电话:010-62793001
环境学院 | http://www.env.tsinghua.edu.cn/ | 邮箱:hjx@tsinghua.edu.cn | 电话:+86-10-62784521
车辆与运载学院 | http://www.svm.tsinghua.edu.cn/ | 邮箱:qcxbgs@tsinghua.edu.cn | 电话:010-62796167
航天航空学院 | http://www.hy.tsinghua.edu.cn/ | 电话:010-62782434
集成电路学院 | http://www.sic.tsinghua.edu.cn/ | 电话:010-62789317
网络科学与网络空间研究院 | http://www.insc.tsinghua.edu.cn/ | 邮箱:insc@tsinghua.edu.cn | 电话:010-62603012
软件学院 | https://www.thss.tsinghua.edu.cn/
人工智能学院 | https://collegeai.tsinghua.edu.cn/ | 邮箱:collegeai@mail.tsinghua.edu.cn | 电话:62788817
材料学院 | http://www.mse.tsinghua.edu.cn/ | 邮箱:ydzhang@mail.tsinghua.edu.cn; matingting@mail.tsinghua.edu.cn; zhaozhuang@mail.tsinghua.edu.cn | 电话:010-62792520; 010-62783256; 010-62783850
核能与新能源技术研究院 | http://www.inet.tsinghua.edu.cn/
安全科学学院 | https://www.ssafs.tsinghua.edu.cn/
生命科学学院 | http://life.tsinghua.edu.cn/ | 邮箱:admin-life@tsinghua.edu.cn | 电话:+86-10-62788604
交叉信息研究院 | https://iiis.tsinghua.edu.cn/ | 邮箱:iiis@mail.tsinghua.edu.cn | 电话:010-62781693
航空发动机研究院 | http://www.ae.tsinghua.edu.cn/ | 邮箱:hfyzhb@mailoa.tsinghua.edu.cn; hfykyb@tsinghua.edu.cn | 电话:62796693; 62786853; 62771763
智能产业研究院 | https://air.tsinghua.edu.cn/ | 邮箱:airoffice@air.tsinghua.edu.cn; airhr@air.tsinghua.edu.cn | 电话:(010)82151160
国家卓越工程师学院 | https://www.ngce.tsinghua.edu.cn/ | 邮箱:gcsxy@tsinghua.edu.cn | 电话:010-62793784
人工智能学院 | http://collegeai.tsinghua.edu.cn/ | 邮箱:collegeai@mail.tsinghua.edu.cn | 电话:62788817",
13,吉林省,吉林大学,长春市,985,公办,26,http://www.jlu.edu.cn/zsjy.htm,,,0431-85166420; 0431-85166226; 0431-85166371,http://yjsy.jlu.edu.cn/,,yzhc@jlu.edu.cn,0431-85166175,https://oic.jlu.edu.cn/,,OGE@jlu.edu.cn,"主任兼 副处长（职责： 分管外国专家工作、综合与信息管理科工作）: li_yun@jlu.edu.cn
目管理 科长（职责：负责交流与学生项目管理科全面工作）: liushuang524@jlu.edu.cn
专家 科长（职责：负责专家科全面工作）: qucz@jlu.edu.cn
派出 科长（职责: 负责派出科整体工作）: nianxueni@jlu.edu.cn
作办学 科长（职责：负责合作办学科全面工作）: renxiuyu@jlu.edu.cn
港澳台 科长（职责：负责港澳台科全面工作）: hsf@jlu.edu.cn
息管理 科长（职责：负责综合与信息管理科全面工作）: lichunyi@jlu.edu.cn",0431-85166657,23,"数学学院 | https://math.jlu.edu.cn/
物理学院 | https://phy.jlu.edu.cn/ | 邮箱:wlxy@jlu.edu.cn; phydean@jlu.edu.cn | 电话:0431-85166112
化学学院 | https://chem.jlu.edu.cn/ | 邮箱:chembg@jlu.edu.cn | 电话:0431-85168420
生命科学学院 | https://life.jlu.edu.cn/
机械与航空航天工程学院 | https://mae.jlu.edu.cn/ | 电话:0431-85095428
汽车工程学院 | https://auto.jlu.edu.cn/ | 邮箱:cae@jlu.edu.cn
材料科学与工程学院 | https://dmse.jlu.edu.cn/ | 邮箱:cailiao@jlu.edu.cn | 电话:0431-85094375
交通学院 | https://jt.jlu.edu.cn/
生物与农业工程学院、仿生科学与工程学院 | https://cbae.jlu.edu.cn/ | 邮箱:swdb@jlu.edu.cn | 电话:0431-85095253
卓越工程师学院 | https://ees.jlu.edu.cn/ | 邮箱:jluees@jlu.edu.cn | 电话:0431-85168206
电子科学与工程学院、集成电路学院 | https://ee.jlu.edu.cn/
通信工程学院 | https://dce.jlu.edu.cn/ | 电话:0431-85152948
计算机科学与技术学院 | https://ccst.jlu.edu.cn/
软件学院 | https://csw.jlu.edu.cn/ | 电话:0431-85167032; 0431-3202155
地球科学学院 | https://geo.jlu.edu.cn/ | 电话:0431-88502032
地球探测科学与技术学院 | https://gest.jlu.edu.cn/ | 邮箱:dtxy@jlu.edu.cn | 电话:0431-88502426
建设工程学院 | https://const.jlu.edu.cn/
新能源与环境学院 | https://cer.jlu.edu.cn/ | 邮箱:cer@jlu.edu.cn | 电话:0431-88502606
仪器科学与电气工程学院 | https://ciee.jlu.edu.cn/ | 邮箱:ciee@jlu.edu.cn | 电话:0431-88502382
植物科学学院 | https://zky.jlu.edu.cn/ | 邮箱:jluzwkx@jlu.edu.cn | 电话:0431-87836260
动物科学学院 | https://dwkx.jlu.edu.cn/
食品科学与工程学院 | https://spxy.jlu.edu.cn/ | 电话:0431-87835760
人工智能学院 | https://sai.jlu.edu.cn/ | 邮箱:sai@jlu.edu.cn | 电话:0431-85168702",
14,四川省,四川大学,,985,公办,16,,,,,,,,,https://international.scu.edu.cn/,,international@scu.edu.cn; nic8203@scu.edu.cn,,,18,"数学学院 | http://math.scu.edu.cn/
物理学院 | http://physics.scu.edu.cn/ | 电话:028-85412322（
化学学院 | http://chem.scu.edu.cn/ | 邮箱:chem@scu.edu.cn | 电话:（028）85412290
生命科学学院 | https://life.scu.edu.cn/ | 邮箱:scu_life@163.com
材料科学与工程学院 | http://mse.scu.edu.cn/ | 电话:86-28-85416050
机械工程学院 | http://msec.scu.edu.cn/
电气工程学院 | https://ee.scu.edu.cn/ | 邮箱:ee@scu.edu.cn; dianqijiwei@scu.edu.cn | 电话:028-85405614
计算机学院 | https://cs.scu.edu.cn/
建筑与环境学院 | http://acem.scu.edu.cn/
水利水电学院 | http://cwrh.scu.edu.cn/ | 邮箱:cwrh_ao@scu.edu.cn; slsdjw@scu.edu.cn | 电话:(028)85401154
化学工程学院 | http://ce.scu.edu.cn/ | 电话:028-85405222
轻工科学与工程学院 | http://qfsp.scu.edu.cn/ | 邮箱:qgxyshuji@scu.edu.cn; qgxyyuanzhang@scu.edu.cn
高分子科学与工程学院 | http://cpse.scu.edu.cn/
空天科学与工程学院 | http://saa.scu.edu.cn/ | 邮箱:hkht@scu.edu.cn | 电话:19190617397; 15578246629; 06572145836
网络空间安全学院 | http://ccs.scu.edu.cn/ | 电话:028-85998668
碳中和未来技术学院 | https://ccnft.scu.edu.cn/ | 邮箱:ccnft@scu.edu.cn | 电话:028-85464677
卓越工程师学院 | http://ees.scu.edu.cn/ | 电话:028-85464900
人工智能学院 | https://ai.scu.edu.cn/ | 邮箱:ai@scu.edu.cn; aijiwei@scu.edu.cn",
15,四川省,电子科技大学,,985,公办,33,https://jiuye.uestc.edu.cn/career/,用人单位,jyzdzx@uestc.edu.cn,028-61831789,https://gr.uestc.edu.cn/,,,,http://www.oice.uestc.edu.cn/,,,,,21,"信息与通信工程学院 | http://www.sice.uestc.edu.cn/ | 邮箱:xintong@uestc.edu.cn | 电话:028-61830156
电子科学与工程学院 | http://www.ese.uestc.edu.cn/
材料与能源学院 | http://materials.uestc.edu.cn/
机械与电气工程学院 | http://www.smee.uestc.edu.cn/
光电科学与工程学院 | http://sose.uestc.edu.cn/
自动化工程学院 | http://www.auto.uestc.edu.cn/
资源与环境学院 | http://www.sre.uestc.edu.cn/
航空航天学院 | https://www.iaa.uestc.edu.cn/
数学科学学院 | https://www.math.uestc.edu.cn/
物理学院 | https://www.sp.uestc.edu.cn/
生命科学与技术学院 | https://www.life.uestc.edu.cn/
电子科技大学（深圳）高等研究院 | https://sias.uestc.edu.cn/
国家卓越工程师学院 | https://ngcee.uestc.edu.cn/
电子科学技术研究院 | https://www.riest.uestc.edu.cn/
电子科技大学广东电子信息工程研究院 | http://www.dgieie.cn/ | 电话:0769-22891499; 0769-22895596
电子科技大学成都研究院 | https://www.cdyjy.uestc.edu.cn/
先进毫米波技术集成攻关研究院 | https://mmw.uestc.edu.cn/
智能计算研究院 | https://icct.uestc.edu.cn/
电子科技大学绛溪研究院 | https://jxyjy.uestc.edu.cn/ | 电话:028-81366687
电子科技大学宜宾研究院 | https://yb.uestc.edu.cn/
电子科技大学重庆微电子产业技术研究院 | https://cq.uestc.edu.cn/",
16,天津市,南开大学,,985,公办,21,https://www.nankai.edu.cn/239/list.htm,,,,http://graduate.nankai.edu.cn,,,,https://international.nankai.edu.cn/,,exchange@nankai.edu.cn,"袁明鉴 处长（职责： 全面主持处内工作 办公）: yuanmj@nankai.edu.cn
李华 副处长（职责： 分管日韩交流工作、师生服务科事务、孔子学院工作管理科事务）: lihua@nankai.edu.cn
罗景山 副处长（职责： 分管对外交流工作、港澳台工作、国际胜任力服务科工作）: jingshan.luo@nankai.edu.cn
工作 处长（全面主持处内工作）: yuanmj@nankai.edu.cn
工作 副处长（分管日韩交流工作、师生服务科事务、孔子学院工作管理科事务、部门综合事务）: lihua@nankai.edu.cn
工作 副处长（分管对外交流工作、港澳台工作、国际胜任力服务科工作。）: jingshan.luo@nankai.edu.cn
交流 科长（职责： 负责交流科全面工作）: yangqy@nankai.edu.cn
交流 副科长（职责： 负责国际联盟合作事务）: zhangshuyi@nankai.edu.cn
交流 科员（职责： 负责欧洲、非洲及中东地区交流事务）
工作 科长（负责交流科全面工作，统筹美大欧亚非交流事务）: yangqy@nankai.edu.cn
工作 副科长（负责国际）: zhangshuyi@nankai.edu.cn
工作 科员（负责欧洲、非洲及中东）
生服务 科长（职责： 负责科内师生出国（境）、外国专家、世界一流大学研究与评价）: zd@nankai.edu.cn
生服务 副科长（职责： 负责各类外国专家平台及个人类项目服务管理；负责校内引智项）: yanruoyan@nankai.edu.cn
生服务 科员（职责： 负责全校师生出国（境）审批；负责派出全流程教育管理；负责）: sunxian@nankai.edu.cn
生服务 科员（职责： 负责外国专家长短期来校事宜；负责外国专家各类手续办理；负）: biancaliang54ss@nankai.edu.cn
生服务 科员（职责： 负责外国专家大讲堂各项工作；协助负责学生各类国（境）外长）: 001114@nankai.edu.cn
工作 科长（负责科内师生出国（境）、外国专家、世界一流大学研究与评价各项工作。）: zd@nankai.edu.cn
工作 副科长（负责各类外国专家平台及个人类项目服务管理；负责校内引智项目各项工作；负责外国专家）: yanruoyan@nankai.edu.cn
工作 科员（负责全校师生出国（境）审批；负责派出全流程教育管理；负责因）: sunxian@nankai.edu.cn
工作 科员（负责外国专家长短期来校事宜；负责外国专家各类手续）: biancaliang54ss@nankai.edu.cn
工作 科员（负责外国专家大讲堂各项工作；协助负责学生各类国（境）外长短期交流项目及外国专家各）: 001114@nankai.edu.cn",,14,"数学科学学院 | http://math.nankai.edu.cn/
物理科学学院 | http://physics.nankai.edu.cn/ | 电话:037654054221
化学学院 | http://chem.nankai.edu.cn | 邮箱:hxxy@nankai.edu.cn
生命科学学院 | http://sky.nankai.edu.cn | 邮箱:skybgs@nankai.edu.cn | 电话:006445593779; 23509630
环境科学与工程学院 | http://env.nankai.edu.cn/ | 邮箱:cesenews@163.com | 电话:022-23504305; 022-85358530
电子信息与光学工程学院 | http://ceo.nankai.edu.cn/
材料科学与工程学院 | http://mse.nankai.edu.cn/ | 邮箱:msezhb@nankai.edu.cn | 电话:+8622-85358786
计算机学院 | http://cc.nankai.edu.cn/
密码与网络空间安全学院 | http://cyber.nankai.edu.cn/
人工智能学院 | http://ai.nankai.edu.cn | 电话:022-23500526
软件学院 | http://cs.nankai.edu.cn/
统计与数据科学学院 | http://stat.nankai.edu.cn/ | 邮箱:stat@nankai.edu.cn | 电话:86-22-23501103
信息与传播学院 | https://ic.nankai.edu.cn | 邮箱:ic@nankai.edu.cn | 电话:022-85358438
卓越工程师学院 | https://cee.nankai.edu.cn/ | 邮箱:nkzhgxy@nankai.edu.cn | 电话:022-22165758",
17,天津市,天津大学,,985,公办,20,https://www.tju.edu.cn/zsjy.htm,官方微信号,,,https://www.tju.edu.cn/zsjy.htm#zsjy03,官方微信号,,,https://www.tju.edu.cn/gjjl.htm,官方微信号,,"梅兵 党委书记
柴立元 校长、党委副书记
雷鸣 党委常务副书记
王天友 党委常委、常务副校长
李炜 党委副书记、纪委书记、国家监委驻天津大学监察专员、一级高级监察官
郑刚 党委常委、副校长
明东 副校长
韩庆华 党委副书记
李斌 党委常委、副校长
张鹏 党委常委、副校长、总会计师
肖松山 校长助理
杨欢 党委常委、宣传部部长
张俊艳 党委常委、统战部部长
刘秀国 校长助理
赵金铎 党委常委、组织部部长
黄辉 校长助理
历任研 副处长（主持工作）、研究生院副院长、研究生院常务副院长、校长助理）",,21,"机械工程学院 | https://www.tju.edu.cn/info/1044/1252.htm | 电话:022-87401979
精密仪器与光电子工程学院 | https://www.tju.edu.cn/info/1044/1251.htm | 电话:022-27404775
电气自动化与信息工程学院 | https://www.tju.edu.cn/info/1044/1250.htm
微电子学院 | https://www.tju.edu.cn/info/1044/1249.htm
智能与计算学部-计算机科学与技术学院 | https://www.tju.edu.cn/info/1044/1234.htm
智能与计算学部-网络安全学院 | https://www.tju.edu.cn/info/1044/82252.htm
智能与计算学部-人工智能学院 | https://www.tju.edu.cn/info/1044/9356.htm
智能与计算学部-软件学院 | https://www.tju.edu.cn/info/1044/10147.htm
建筑工程学院 | https://www.tju.edu.cn/info/1044/1248.htm
建筑学院 | https://www.tju.edu.cn/info/1044/1247.htm
化工学院 | https://www.tju.edu.cn/info/1044/1246.htm
材料科学与工程学院 | https://www.tju.edu.cn/info/1044/1245.htm
环境科学与工程学院 | https://www.tju.edu.cn/info/1044/1235.htm
理学院 | https://www.tju.edu.cn/info/1044/1241.htm
数学学院 | https://www.tju.edu.cn/info/1044/1240.htm
海洋科学与技术学院 | https://www.tju.edu.cn/info/1044/1231.htm
地球系统科学学院 | https://www.tju.edu.cn/info/1044/1227.htm
能源学院 | https://www.tju.edu.cn/info/1044/84282.htm
未来技术学院 | https://www.tju.edu.cn/info/1044/82262.htm
国家卓越工程师学院、国际工程师学院 | https://www.tju.edu.cn/info/1044/75642.htm
分子聚集态科学研究院 | https://www.tju.edu.cn/info/1044/2254.htm",
18,安徽省,中国科学技术大学,,985,公办,7,,,,,https://gradschool.ustc.edu.cn/,,yjsy@ustc.edu.cn,0551-63601958,https://oic.ustc.edu.cn/,,fanjiangqi@ustc.edu.cn; oic@ustc.edu.cn,"主持国 主任（主持国际合作与交流部全面工作 主持国际合作与交流部全面工作 05）: qukun@ustc.edu.cn
程光磊 副部长（分管国际化发展和学生交流相关工作 分管国际化发展和学生交流相关工）: glcheng@ustc.edu.cn
生工作 副处长（分管国际学院留学生相关工作 分管国际学院留学生相关工作 0551）: judyshen@ustc.edu.cn
协助分 副部长（分管学生交流相关工作 协助分管学生交流相关工作 0551-636）: ygl@ustc.edu.cn
校内外 主任: junmeixu@ustc.edu.cn
李领 主任: leeling@ustc.edu.cn
孙晓辉 主任: sunxiaoh@ustc.edu.cn
学生国 主任: ljxm6@ustc.edu.cn
校际合 主任: lynnqiu@ustc.edu.cn
留学生 主任: tianlin@ustc.edu.cn
协助 副部长（学生交流相关工作 协助分管学生交流相关工作 0551-63606459 ygl@）: ygl@ustc.edu.cn",0551-63606695,18,"数学科学学院 | https://math.ustc.edu.cn/ | 邮箱:hzx@ustc.edu.cn | 电话:0946799359
物理学院 | https://physics.ustc.edu.cn/
化学与材料科学学院 | https://scms.ustc.edu.cn/ | 邮箱:scms@ustc.edu.cn; luliu@ustc.edu.cn
工程科学学院 | https://ses.ustc.edu.cn/ | 邮箱:chaow@ustc.edu.cn; gaojing@ustc.edu.cn; hclsusie@ustc.edu.cn | 电话:0551-63607734; 63601239; 63606164
信息与智能学部 | https://iid.ustc.edu.cn/main.htm
信息科学技术学院 | https://sist.ustc.edu.cn/ | 电话:0551-63607054
计算机科学与技术学院 | https://cs.ustc.edu.cn/ | 邮箱:cs2009ustc@ustc.edu.cn | 电话:0551-63601553
人工智能与数据科学学院 | https://saids.ustc.edu.cn | 邮箱:ustcaids@ustc.edu.cn
网络空间安全学院 | https://cybersec.ustc.edu.cn/ | 邮箱:admin@asipp.ac.cn
软件学院 | https://sse.ustc.edu.cn/ | 邮箱:websse@ustc.edu.cn | 电话:020-83163338
地球和空间科学学院 | https://ess.ustc.edu.cn/ | 邮箱:essadmin@ustc.edu.cn | 电话:0551-63601848
生命科学学院 | https://biox.ustc.edu.cn/ | 邮箱:wxiong@ustc.edu.cn; cjt@ustc.edu.cn; chuanhai@ustc.edu.cn | 电话:0551-63601736; 0551-63600971; 0551-63600805
环境学院 | https://soe.ustc.edu.cn
核科学技术学院 | https://www.snst.ustc.edu.cn/
未来技术学院 | http://set.ustc.edu.cn
国家卓越工程师学院 | https://see.ustc.edu.cn/ | 邮箱:ustcsee@ustc.edu.cn | 电话:0551-65708036
中国科学院量子信息与量子科技创新研究院 | http://www.quantumcas.ac.cn/
先进技术研究院 | https://iat.ustc.edu.cn/ | 邮箱:zhb@iat.ustc.edu.cn | 电话:011102001530; 0551-65708002; 0551-65708017",
19,山东省,中国海洋大学,,985,公办,51,http://career.ouc.edu.cn/default.html,,,15028551517; 13432724776; 15087259867,http://grad.ouc.edu.cn/13039/list.htm,,yjsy@ouc.edu.cn,,https://intl.ouc.edu.cn/,,news@ouc.edu.cn,"海洋事 秘书长
张临杰 副院长（负责人盛立芳）",021202000030,11,"海洋与大气学院 | https://coas.ouc.edu.cn/ | 邮箱:coas@ouc.edu.cn | 电话:0532-66782372
信息科学与工程学部 | https://it.ouc.edu.cn/ | 电话:14369066079
化学化工学院 | https://chem.ouc.edu.cn/ | 邮箱:hxhgxy@ouc.edu.cn | 电话:0532-66782481
海洋地球科学学院 | https://cmg.ouc.edu.cn/ | 电话:0532-66782488
海洋生命学院 | https://cmls.ouc.edu.cn/ | 电话:0532-82031809
食品科学与工程学院 | https://cfse.ouc.edu.cn/ | 电话:053260892272
工程学院 | https://coe.ouc.edu.cn/ | 电话:0532-60891550
环境科学与工程学院 | https://cese.ouc.edu.cn/ | 邮箱:environment@ouc.edu.cn
数学科学学院 | https://math.ouc.edu.cn/ | 邮箱:shusenxie@ouc.edu.cn; chenhu@ouc.edu.cn; fhf@ouc.edu.cn | 电话:0532-66787153; 66787307
材料科学与工程学院 | https://mse.ouc.edu.cn/ | 邮箱:cailiao@ouc.edu.cn | 电话:0532-60891690
卓越工程师学院 | https://gcee.ouc.edu.cn/ | 邮箱:zygcs@ouc.edu.cn | 电话:0532-66782663",
20,山东省,山东大学,,985,公办,22,https://www.job.sdu.edu.cn/,,,,https://www.grad.sdu.edu.cn/,,pgs@sdu.edu.cn,,https://www.ipo.sdu.edu.cn/,,,"调中方 院长（职责包括：制定学校国际中文教育有关政策与孔子学院建设发展规划并推）
长兼 主任（主持全面工作 负责重大项目推进）: mawen@sdu.edu.cn
孙鹏程 副部长（负责威海校区国际事务 负责国际会议 协助中外合作办学工作）: pcsun@sdu.edu.cn
周传恩 副部长（负责青岛校区国际事务 负责俄语区和上合组织合作 协助中外合作办学）: czhou@sdu.edu.cn
张佳琦 副部长: jqzhang@sdu.edu.cn
任向荣 副主任（负责人事、宣传、 校园国际化氛围工作 负责师生出国出境审批 协助）: renxiangrong@sdu.edu.cn
布乃鹏 副部长（负责国际学生学者事务）: bunp@sdu.edu.cn
麻梦然 副主任（负责港澳台工作 统筹师生全球胜任力培养工作 负责日本、韩国合作）: mamengran@sdu.edu.cn
张晓辉 院长（负责孔子学院中方院长事务 负责科研和教研项目 联系新加坡、蒙古、）: zxh@sdu.edu.cn
事务 院长（科研和教研项目）: zxh@sdu.edu.cn",,36,"数学学院 | http://www.math.sdu.edu.cn/ | 邮箱:sxyuanzhang@sdu.edu.cn | 电话:0531-88364652
物理学院 | http://www.phy.sdu.edu.cn | 邮箱:physics@sdu.edu.cn
化学与化工学院 | http://www.chem.sdu.edu.cn | 邮箱:yuanzhangmail@sdu.edu.cn | 电话:0531-88364464
晶体材料研究院 | https://jty.sdu.edu.cn/ | 电话:0531-88364864
新一代半导体材料研究院 | https://dpt.sdu.edu.cn/
人工智能学院 | http://www.ai.sdu.edu.cn/ | 邮箱:ai@sdu.edu.cn
国家卓越工程师学院 | https://gsee.sdu.edu.cn/ | 邮箱:zygcs@sdu.edu.cn | 电话:0531-88362559
智能通信技术研究院 | https://iict.sdu.edu.cn
材料科学与工程学院 | http://www.cmse.sdu.edu.cn/ | 电话:0531-88392315
机械工程学院 | http://www.mech.sdu.edu.cn/ | 电话:0531-88392608
控制科学与工程学院 | http://control.sdu.edu.cn/ | 邮箱:cse_sdu@sdu.edu.cn | 电话:0531-88392225; 0531-88392205; 0531-88392280
核科学与能源动力学院 | http://www.epe.sdu.edu.cn | 电话:0531-88392701
电气工程学院 | http://www.ee.sdu.edu.cn/ | 电话:0531-88392369
土建与水利学院 | http://www.tjsl.sdu.edu.cn/ | 邮箱:tjyzxx@sdu.edu.cn; tjfdw@sdu.edu.cn | 电话:0531-88392446
软件学院 | http://www.sc.sdu.edu.cn/ | 电话:531-88391516
集成电路学院 | http://ic.sdu.edu.cn | 邮箱:jcdlbkjw@sdu.edu.cn | 电话:8839016; 05318839013; 053188390132
人工智能国际联合研究院 | https://cfair.sdu.edu.cn/ | 邮箱:cfair@sdu.edu.cn | 电话:053188391816
智能创新研究院 | https://aii.sdu.edu.cn | 邮箱:yunqing@sdu.edu.cn | 电话:0531-88390600
密码科学与工程学院 | https://cse.sdu.edu.cn/
齐鲁交通学院 | http://www.qltrans.sdu.edu.cn/ | 邮箱:qljt@sdu.edu.cn | 电话:0531-86358717
未来技术学院 | https://sft.sdu.edu.cn/
空间科学与技术学院 | https://apd.wh.sdu.edu.cn/ | 邮箱:sssp@wh.sdu.edu.cn | 电话:0631-5688751
数学与统计学院 | https://math.wh.sdu.edu.cn/ | 电话:0631-5688523; （0631）5688523
海洋学院 | https://mc.wh.sdu.edu.cn/ | 电话:0631-5688303
低空科学与工程学院 | https://ie.wh.sdu.edu.cn/ | 邮箱:ie@wh.sdu.edu.cn | 电话:0631-5688342
山东大学澳国立联合理学院 | https://jsc.wh.sdu.edu.cn/ | 邮箱:shanu@sdu.edu.cn | 电话:0631-5688510; 0631-5688516
信息科学与工程学院 | http://www.ise.sdu.edu.cn | 电话:0532-58630768
计算机科学与技术学院 | http://www.cs.sdu.edu.cn/
生命科学学院 | https://lifesci.sdu.edu.cn/
环境科学与工程学院 | http://www.huanke.sdu.edu.cn/ | 邮箱:hjxy@sdu.edu.cn | 电话:0532-58630926
国际创新转化学院 | https://isie.qd.sdu.edu.cn/ | 邮箱:sdusii@sdu.edu.cn | 电话:0532-58631828; 0532-58631815
网络空间安全学院 | https://cst.qd.sdu.edu.cn/ | 邮箱:cst@sdu.edu.cn
前沿交叉科学青岛研究院 | https://frontier.qd.sdu.edu.cn/ | 邮箱:qyy@sdu.edu.cn | 电话:（0532）58630258
微生物技术研究院 | http://www.mbtechinst.qd.sdu.edu.cn/ | 邮箱:wswyb@sdu.edu.cn
环境研究院 | https://www.hj.sdu.edu.cn/ | 邮箱:hj@sdu.edu.cn | 电话:0531-88369788; 0532-58631970
海洋研究院 | http://www.imst.sdu.edu.cn | 邮箱:imst@sdu.edu.cn | 电话:0532-58633267（",
